Alemania,120.3,143.7,94.8,326.9,685.7,114.1,-2.8,91.9,94.4,297.6,102.3,318.5,183.6,126.8,731.2,82.8,233.1,219,181.7,716.5,164.6,244.4,61.7,14.6,485.4,203.5,84.6,74,87.9,450.1,45.1,122.6,42.3,168,378,126.8,142.9,116.4,122.2,508.3,82.1,71.6,192.1,377.4,723.2,80.2,196.2,162.6,258,697,122,162.3,48.7,-69.8,263.3,299.6,-13,46.6,273,606.2,121.9,422.8,347.2,-37.9,854.1,565.8,294.5,128.7,180.6,1169.7,887.4,417.8,226.6,451.6,1983.5,470,505.3,518.8,654.7,2148.8,134.5,289.6,299.9,515.5,1239.5,904.9,566.5,601.2,695.5,2768,953.6,303.2,452.4,934.1,2643.3,290.2,1271.4,759.2,615.8,2936.5,826.5,656.4,1330.4,682.9,3496.3,709.8,555.7,-546.6,444.8,1163.7,521.5,722.5,275.4,553.8,2073.2,531.4,297.7,229,-842.8,215.2,29234.2
3339 Fabricación de otra maquinaria y equipo para la industria en general,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",C,C,16.5,0.5,33.5,0.3,C,0,0.1,0.6,0.2,4.4,C,C,6.3,C,0.2,C,C,2.4,C,C,C,0,C,0.3,C,0.1,0.1,0.6,C,C,C,0.3,1.8,C,C,C,C,C,C,C,C,C,C,0.9,0.2,-0.4,C,2.7,0,C,C,C,10,C,C,5.6,4.1,9.7,107.1,-0.6,C,0.5,107,1.4,C,C,C,4.3,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,-2.8,-0.2,-3.1,-4.9,C,C,C,-2.7,2.6,3.2,4.1,-4.9,6.7,9,4.9,3,4.6,25.9,38.3,11.8,2.2,1.8,-6.2,9.5,257.7
3341 Fabricación de computadoras y equipo periférico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,C,C,C,C,0,C,C,9.9,0,C,C,C,C,C,C,0,0,C,C,0,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.7
3342 Fabricación de equipo de comunicación,C,C,16.5,0.5,33.5,0.3,C,0,0.1,0.6,0.2,4.4,C,C,6.3,C,C,C,C,2.4,C,C,C,0,C,0.3,C,0.1,0.1,0.6,C,C,C,0.3,1.8,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,116.4
3343 Fabricación de equipo de audio y de video,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C
3344 Fabricación de componentes electrónicos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,C,C,0,0,0,0,0,0,0,0,0,0,C,0,0,0,C,C,0,0,0,C,0,0,0,0,0,0,0,0,0,0,0,C,C,C,C,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,13.5
"3345 Fabricación de instrumentos de medición, control, navegación, y equipo médico electrónico",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,C,0,0,0,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"335 Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",0,0,C,0,C,C,C,C,C,15.6,C,C,0,C,5.4,C,0,0,C,C,0,0,0,C,C,0,0,0,0,0,0,0,C,0,C,0,C,C,C,C,C,C,C,C,C,C,0.1,C,C,0.2,0,C,0,C,C,C,C,C,0,C,C,C,C,0,C,0,C,C,C,C,C,C,C,C,C,0,0,0,0,0,0,C,C,0,C,0,0,0,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.8
3351 Fabricación de accesorios de iluminación,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C
3352 Fabricación de aparatos eléctricos de uso doméstico,0,0,0,0,0,0,C,C,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,C,C,C,C,C,0,C,0,C,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C
3359 Fabricación de otros equipos y accesorios eléctricos,0,0,C,0,C,C,C,C,C,14.7,C,C,0,C,5.4,C,0,0,C,C,0,0,0,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,C,C,C,C,C,C,0,C,0,C,C,C,C,C,0,C,C,C,C,0,C,0,C,C,C,C,C,C,C,C,C,0,0,0,0,0,0,C,C,0,C,0,0,0,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.8
336 Fabricación de equipo de transporte,0,C,C,C,0.2,C,C,0,2,5.6,C,C,C,6.8,17.9,C,2,C,C,7.3,2.2,C,C,2.6,6.2,1.3,4.4,C,33.7,43,C,C,C,6.6,15,1.9,C,C,1.8,8.4,2.6,C,3.1,C,13.6,C,2.2,8.4,1.4,14.2,14.4,7.4,1,2.7,25.5,C,2.5,C,6.1,19,5.9,63.3,C,19.9,90.1,9,C,C,24,39.7,4.9,4.2,C,C,17.6,C,C,C,C,10,8.9,C,C,1.8,11.1,12.6,4.6,5.1,4.1,26.4,29.6,C,0.2,21.6,51.9,21.7,20.4,6.6,33.3,82,15.7,6.7,3.3,0.9,26.5,10.9,10.5,-7.8,7.9,21.5,20.9,11.8,6.3,14.5,53.5,-1.9,4.5,-10.6,-2.5,-10.5,595.8
3361 Fabricación de automóviles y camiones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,0,C,C,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,C,0,0,0,0,0,0,C,0,0,C,C,0,0,C,C,C,0,0,0,C,0,0,0,C,C,0,0,0,0,0,7.8
3363 Fabricación de partes para vehículos automotores,0,0,0,0,0,C,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,8.2,2.5,C,C,C,13.4,C,2.2,8.4,1.4,14.2,14.4,6.7,1,2.7,24.8,C,2.5,C,C,14.1,5.9,62.5,C,19.9,89.4,9,C,C,C,37.3,4.9,C,C,C,16.6,C,C,C,C,10,8.9,C,C,1.8,11.1,12.6,4.6,5.1,4.1,26.4,29.6,C,0.2,21.6,51.9,21.7,25,6.6,33.3,86.6,7,6.7,3.3,-0.7,16.2,9.2,10.5,-7.8,7.9,19.8,20.9,11.8,6.3,14.2,53.2,-1.9,4.5,-10.6,-2.5,-10.5,542.4
3364 Fabricación de equipo aeroespacial,0,0,C,0,C,0,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,0,C,0,C,0,0,C,0,C,0,C,0,0,C,0,C,0,C,C,0,0,0,0,0,0,0,0,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2
3366 Fabricación de embarcaciones,0,C,0,C,C,0,0,0,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.7
3369 Fabricación de otro equipo de transporte,0,0,0,0,0,0,C,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,C,0,0,0,0,0,0,C,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C
"337 Fabricación de muebles, colchones y persianas",C,C,C,C,C,C,0,0,0,C,C,0,0,0,C,0,0,0,C,C,0,0,0,0,0,0,0,0,0,0,0,C,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,0,C,C,C,C,0,C,C,0,C,C,C,C,C,C,0,C,0,C,0,0,C,0,C,0,C,11.5,C,0,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,C,0,C,0,0,0,0,0,0,0,0,0,0,16.7
"3371 Fabricación de muebles, excepto de oficina y estantería",C,C,C,C,C,C,0,0,0,C,C,0,0,0,C,0,0,0,C,C,0,0,0,0,0,0,0,0,0,0,0,C,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,0,C,C,C,C,0,C,C,0,C,C,C,C,C,C,0,C,0,C,0,0,C,0,C,0,C,11.5,C,0,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,C,0,C,0,0,0,0,0,0,0,0,0,0,16.7
339 Otras industrias manufactureras,1.1,C,0.1,C,3.2,C,C,C,C,13.1,1.8,2,0.2,0.4,4.4,C,0.1,0.1,C,2.9,C,C,C,C,C,C,C,0.1,14.4,14.9,5.5,7.7,C,C,20.3,0.6,3.2,C,11.9,18.8,C,2.6,14.5,0.3,21.4,1.3,C,C,1.7,3.8,C,C,C,21.5,17.8,C,-0.5,0,8.4,8.2,C,-3.4,C,0,-2.3,0,C,0,0,C,0,0,C,C,0,C,0,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,C,0,0,0,0,0,127.4
"3391 Fabricación de equipo no electrónico y material desechable de uso médico, dental y para laboratorio, y artículos oftálmicos",0,0,0,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C
3399 Otras industrias manufactureras,1.1,C,0.1,C,3.2,C,C,C,C,13.1,1.8,2,0.2,0.4,4.4,C,0.1,0.1,C,2.9,C,C,C,C,C,C,C,0.1,14.4,14.9,C,7.7,C,C,20.3,0.6,3.2,C,11.9,18.8,C,2.6,14.5,0.3,21.4,1.3,C,C,1.7,3.8,C,C,C,21.5,17.8,C,-0.5,0,8.4,8.2,C,-3.4,C,0,-2.3,0,C,0,0,C,0,0,C,C,0,C,0,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,C,0,0,0,0,0,127.4
43 y 46 Comercio,6.3,2.3,1.2,5,14.7,1.7,0.7,0.6,4.6,7.5,2.9,-9,0.1,0.7,-5.2,2.5,4,-0.4,-3.4,2.7,0.1,4.1,3.1,1.4,8.7,7.3,4.4,-4.2,0.5,8.1,5,2,0.5,-8.1,-0.6,1.6,8.4,0.8,7,17.8,0.3,0.4,1.4,1.3,3.4,-2.3,-0.5,29,1.8,27.9,3.4,-2.3,6.4,-2.9,4.7,3,1.5,18,5.2,27.7,-4.4,0.9,31.5,-0.2,27.9,-2.8,-0.6,3.2,6.4,6.2,-0.5,-0.2,5,22.4,26.7,-2.3,1.7,-18.2,22.4,3.6,-3.1,C,0,C,382.9,C,20.3,5.5,C,133.2,-21.1,10.8,4.2,10,3.9,628.7,24.7,106.2,-699.8,59.8,729,81.7,-53.1,-611,146.6,115.4,74.2,-13.1,-40.8,135.8,171.5,34.3,97.5,338.6,641.9,285.7,95.1,158,-91.2,447.5,2133.3
"431 Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco",0.1,C,C,0,0.1,C,C,0,C,C,C,C,C,0,-8.3,C,C,0,0,-0.2,-2.4,0,0,C,-6.5,C,C,C,C,1.1,C,0.4,C,C,2.4,C,0,0,C,C,0,0,0,0,0,0,0,C,3.7,31,0,0,C,C,C,C,0,C,-2.8,0.7,5.9,0,0,0,5.9,0.8,0,0,0,0.8,C,0,0,C,0.9,C,0,0,C,1.3,C,C,0,C,C,C,C,C,C,C,-21.1,C,-1.7,C,-2.3,626.3,21.4,C,C,62.5,715.5,C,C,-630.9,106.2,103.8,C,-8,-21.8,152.9,167.9,26.2,99.9,325.9,619.8,272.4,C,C,-74.4,443.3,1853.5
4311 Comercio al por mayor de abarrotes y alimentos,C,C,C,0,C,C,C,0,C,C,0,0,C,0,C,C,C,0,0,C,-2.4,0,0,C,-6.5,C,C,C,C,1.1,C,0.4,C,C,2.4,C,0,0,C,C,0,0,0,0,0,0,0,C,C,C,0,0,C,C,C,C,0,C,C,3.5,C,0,0,0,C,0.8,0,0,0,0.8,C,0,0,0,C,C,0,0,C,C,C,0,0,0,C,C,0,0,0,C,C,0,C,0,C,0,0,0,0,0,C,0,0,C,C,0,0,C,0,C,0,0,0,0,0,0,0,0,0,0,5.7
"4312 Comercio al por mayor de bebidas, hielo y tabaco",0,0,0,0,0,0,0,0,0,0,C,C,0,0,C,0,C,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,0,0,0,C,C,0,0,0,0,0,0,0,C,C,31.2,0,0,0,0,0,0,0,C,C,-2.8,C,0,0,0,C,0,0,0,0,0,0,0,0,C,C,C,0,0,0,C,0,C,0,C,C,C,C,C,C,C,C,C,C,C,C,626.3,21.4,C,C,62.5,713,C,C,-632.8,101.8,103.8,C,C,-21.8,167.2,167.9,26.2,99.9,325.9,619.8,272.4,C,C,-74.4,443.3,1847.8
432 Comercio al por mayor de productos textiles y calzado,C,0,0,C,C,C,C,0,0,C,0,0,C,0,C,0,0,0,0,0,C,0,0,0,C,0,0,C,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,C,0,0,C,0,C,0,0,C,0,C,0,0,0,0,0,0,C,0,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,0,C,0,0,0,0,0,0.1
4321 Comercio al por mayor de productos textiles y calzado,C,0,0,C,C,C,C,0,0,C,0,0,C,0,C,0,0,0,0,0,C,0,0,0,C,0,0,C,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,C,0,0,C,0,C,0,0,C,0,C,0,0,0,0,0,0,C,0,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,0,C,0,0,0,0,0,0.1
"433 Comercio al por mayor de productos farmacéuticos, de perfumería, artículos para el esparcimiento, electrodomésticos menores y aparatos de línea blanca",1.2,2.3,0.6,0.4,4.5,2.2,0.6,0.1,0.3,3.2,C,-0.3,-0.9,0.7,2,0.7,0.9,-1,-4.7,-4.1,1,1.4,-0.6,-0.9,0.9,C,1.1,-1,-0.2,0.9,0.1,C,C,-0.6,0.6,1.2,6,C,1.1,8.8,C,0.1,1,C,1.9,-5,C,C,0.1,-5,C,C,-0.8,C,-0.9,C,C,C,5.9,22.6,-10.3,C,31.6,-0.4,21.8,-3.9,-0.6,C,C,3.7,C,0,C,22.5,19.4,C,C,C,22.4,3.4,C,0,C,0,C,0,0,0,0,0,0,0,C,0,C,C,C,-2.3,-9.1,-3.7,3.4,0,C,C,17.8,C,C,C,-2.6,-2.2,C,C,C,6.2,19.2,C,C,C,-0.6,11.6,121.9
4331 Comercio al por mayor de productos farmacéuticos,0,0,0,0,0,0,C,C,0,C,0,0,0,C,C,0,0,0,0,0,0,C,C,0,C,0,C,C,0,C,0,0,0,C,C,C,C,0,C,C,0,0,C,0,C,C,C,C,C,C,C,C,-0.8,C,-0.7,C,C,C,C,22.6,C,C,31.6,C,21.8,C,-0.2,C,C,3.3,C,0,C,22.5,19.4,C,C,C,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,C,C,-5.5,C,0,C,C,C,C,0,C,C,C,C,C,C,C,14.3,C,C,C,-0.6,11.6,103.5
"4332 Comercio al por mayor de artículos de perfumería, cosméticos y joyería",0.6,1.8,0,-0.2,2.2,C,0,-0.5,-0.3,0.9,C,-0.3,-0.9,0.7,2,C,0.9,-1,-1,-0.4,1,1.3,C,-0.9,0.7,C,1.1,-0.9,-0.2,0.9,0.1,C,C,-1.2,0,0.3,4,C,-0.6,4.3,C,0,C,C,0.6,C,C,0,C,0.2,0,C,0,0,C,0,0,0,C,C,0,0,0,0,0,C,0,0,C,C,0,0,0,0,0,0,0,0,0,0,0,0,C,0,C,0,0,0,0,0,0,0,0,0,0,0,0,C,C,C,C,0,0,0,C,0,0,0,C,C,0,C,0,C,C,0,0,0,0,0,18.1
"4333 Comercio al por mayor de discos, juguetes y artículos deportivos",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,C,0,0,0,0,0,0,0,0,0,0,0,C,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,C,0,0,0,0,0,0,0,0,0,0,1.8
"4334 Comercio al por mayor de artículos de papelería, libros, revistas y periódicos",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C
4335 Comercio al por mayor de electrodomésticos menores y aparatos de línea blanca,C,C,C,C,C,C,C,C,C,C,0,0,C,0,C,0,0,C,C,C,0,0,C,C,C,0,0,C,C,C,0,0,0,0,0,0,0,0,C,C,C,C,0,C,C,C,0,0,0,C,0,0,0,C,C,0,0,0,C,C,C,0,0,C,C,0,C,0,0,C,0,0,0,0,0,0,0,0,C,C,C,0,0,0,C,0,0,0,0,0,0,0,C,0,C,C,C,C,C,C,C,0,0,0,C,C,C,0,C,C,C,0,0,0,C,0,0,0,0,0,-1.5
"434 Comercio al por mayor de materias primas agropecuarias y forestales, para la industria, y materiales de desecho",4.3,C,C,C,5.9,0,C,C,C,4.8,C,0,1,0,1,C,C,0.2,C,4.1,C,2.7,3.7,C,13.2,C,C,-3.9,0.1,-1.6,C,C,C,-10.4,-6.4,0,0,C,0,C,0,0,0,0,0,C,C,0,C,1,0,0,0,C,C,C,C,0,0,C,C,C,C,0,-0.1,0,0,C,C,C,C,C,C,0,-2.4,0,0,0,C,C,C,0,0,0,C,0,0,0,0,0,0,C,C,0,C,C,0,C,C,0,C,C,0,C,10.7,2.1,0,0,0,2.1,0,C,C,C,2.8,C,C,0,0,1.2,38.6
4341 Comercio al por mayor de materias primas agropecuarias y forestales,C,0,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,0,0,0,0,0,0,C,0,0,C,C,0,0,0,C,0,0,C,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
4342 Comercio al por mayor de materias primas para la industria,C,C,C,C,C,0,C,C,C,4.8,C,0,1,0,1,C,C,C,C,4.4,C,2.7,3.7,C,13.2,C,C,-3.9,0.1,-1.6,C,C,C,-10.4,-6.4,0,0,C,0,C,0,0,0,0,0,C,C,0,C,1,0,0,0,C,C,C,0,0,0,C,0,C,C,0,-0.1,0,0,0,C,C,C,C,C,0,-2.4,0,0,0,C,C,C,0,0,0,C,0,0,0,0,0,0,C,C,0,C,C,0,C,C,0,C,C,0,C,10.7,C,0,0,0,C,0,C,C,C,1.7,C,C,0,0,1.2,37.7
4343 Comercio al por mayor de materiales de desecho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,C,0,0,C,0,C,0,0,0,0,0,0.8
"435 Comercio al por mayor de maquinaria, equipo y mobiliario para actividades agropecuarias, industriales, de servicios y comerciales, y de otra maquinaria y equipo de uso general",C,C,0,3.7,4.2,C,C,C,C,-0.6,C,C,C,C,0,C,2.4,0.4,C,2.9,C,0,0,C,1.1,6.7,1,C,C,7.7,C,0,C,C,0.1,C,C,0,C,2.1,0,C,C,0,0.1,1.3,-1,C,C,0.1,3.3,C,1.4,C,2.7,0.7,C,C,C,3.1,C,0,C,C,0.2,0.1,C,C,C,0.5,C,C,C,0,8.6,-2.4,4.2,C,C,-1.2,0,0,0,0,0,0,C,0,0,C,0,C,0.9,C,2.4,C,-1.3,C,C,-1.7,9.5,C,0,0,5.4,C,-2.5,C,-16.5,-14,3,C,C,5.2,2.1,2.1,C,2.4,C,-9.6,16
"4351 Comercio al por mayor de maquinaria y equipo agropecuario, forestal y para la pesca",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
4352 Comercio al por mayor de maquinaria y equipo para la industria,0,0,C,C,0.3,0,C,0,C,C,0,0,C,C,0,C,C,C,C,2.8,C,0,C,C,1,C,C,C,C,0.5,C,C,C,C,C,0,C,0,C,C,0,0,C,0,C,C,C,C,0,1.4,C,C,C,0,C,C,0,0,0,C,C,0,C,0,C,C,C,0,C,0.1,0,0,0,0,0,0,C,0,0,C,C,0,C,0,0,0,0,0,0,0,0,0,0.9,C,2.4,0,C,0,0,C,C,0,0,C,C,C,C,C,0,C,C,C,0,3.1,3.4,0,C,C,C,C,8
4353 Comercio al por mayor de maquinaria y equipo para los servicios y para actividades comerciales,0,0,0,C,C,0,0,C,0,C,0,C,0,0,C,0,C,0,0,C,0,0,0,0,0,0,C,0,0,C,C,C,0,0,C,C,0,0,0,C,0,C,0,0,C,C,0,0,0,C,C,0,0,0,C,0,0,0,0,0,0,0.8,C,C,0.8,0,C,0,0,C,0,0,C,0,C,C,C,C,C,-1.3,C,0,0,0,C,0,0,0,0,0,0,0,C,0,C,0,0,0,0,0,C,C,0,C,C,C,C,0,C,C,C,C,C,C,-1.3,C,C,C,C,-2.1,-5.6
"4354 Comercio al por mayor de mobiliario y equipo de cómputo y de oficina, y de otra maquinaria y equipo de uso general",C,C,C,C,0,C,0,C,0,-0.6,C,C,0,0,C,C,C,C,0,0,0,0,C,C,0,C,0,0,C,6.2,0,0,0,0,0,C,0,0,0,C,0,0,C,0,C,C,-1,C,C,-1.3,C,C,C,C,C,C,C,C,C,C,0,0,0,C,C,C,0,C,C,C,C,C,C,0,-0.1,C,0,0,0,C,0,0,C,0,C,0,C,0,0,C,0,C,0,0,C,0,0,C,C,C,C,0,0,C,C,0,0,0,C,C,0,0,0,0,0,C,0,0,0,C,13.5
"436 Comercio al por mayor de camiones y de partes y refacciones nuevas para automóviles, camionetas y camiones",0,0,0,0,0,0,0,0,0,0,0,0,C,0,C,0,0,0,0,0,0,0,0,0,0,0,C,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,0,C,0,0,0,0,0,0,C,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,C,0,0,0,0,0,0,0,0,0,0,0,C,0,0,C,0,C,C,C,C,C,C,C,C,C,C,0,C,0,C,0,C,0,C,C,C,C,C,0,C,9
