Alemania,120.3,143.7,94.8,326.9,685.7,114.1,-2.8,91.9,94.4,297.6,102.3,318.5,183.6,126.8,731.2,82.8,233.1,219,181.7,716.5,164.6,244.4,61.7,14.6,485.4,203.5,84.6,74,87.9,450.1,45.1,122.6,42.3,168,378,126.8,142.9,116.4,122.2,508.3,82.1,71.6,192.1,377.4,723.2,80.2,196.2,162.6,258,697,122,162.3,48.7,-69.8,263.3,299.6,-13,46.6,273,606.2,121.9,422.8,347.2,-37.9,854.1,565.8,294.5,128.7,180.6,1169.7,887.4,417.8,226.6,451.6,1983.5,470,505.3,518.8,654.7,2148.8,134.5,289.6,299.9,515.5,1239.5,904.9,566.5,601.2,695.5,2768,953.6,303.2,452.4,934.1,2643.3,290.2,1271.4,759.2,615.8,2936.5,826.5,656.4,1330.4,682.9,3496.3,709.8,555.7,-546.6,444.8,1163.7,521.5,722.5,275.4,553.8,2073.2,531.4,297.7,229,-842.8,215.2,29234.2
"518 Procesamiento electrónico de información, hospedaje y otros servicios relacionados",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,C,0,C,0,0,C,C,C,C,0,C,0,0,C,C,C,C,0,0,0,C,127.8
"5182 Procesamiento electrónico de información, hospedaje y otros servicios relacionados",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,C,0,C,0,0,C,C,C,C,0,C,0,0,C,C,C,C,0,0,0,C,127.8
519 Otros servicios de información,0,0,0,C,C,C,C,C,C,C,C,C,0.5,C,10.7,C,4.9,0.1,C,5.6,C,C,C,C,0,C,C,0,0,C,0,C,C,C,0,0,0,C,0,C,0,C,0,0,C,0,C,C,0,C,0,C,C,C,0,C,C,0,0,0,0,0,0,0,0,0,0,0,C,C,0,0,C,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,C,0,0,0,0,0,0,0,0,0,0,0,C,0,0,C,0,0,0,0,0,22.5
5191 Otros servicios de información,0,0,0,C,C,C,C,C,C,C,C,C,0.5,C,10.7,C,4.9,0.1,C,5.6,C,C,C,C,0,C,C,0,0,C,0,C,C,C,0,0,0,C,0,C,0,C,0,0,C,0,C,C,0,C,0,C,C,C,0,C,C,0,0,0,0,0,0,0,0,0,0,0,C,C,0,0,C,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,C,0,0,0,0,0,0,0,0,0,0,0,C,0,0,C,0,0,0,0,0,22.5
52 Servicios financieros y de seguros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,C,C,0,0,C,C,0,0,0,0,0,0,C,0,0,C,0,0,0,C,C,C,0,0,C,20.1,C,C,C,C,-5.5,0,C,C,C,37.6,C,0,0,C,29.6,C,0,C,C,C,C,0,0,C,C,C,C,C,C,C,30.2,C,0,C,35,C,C,C,C,44.3,C,C,0,127.6,185.3,287.1,C,0,C,620,1276.2
522 Instituciones de intermediación crediticia y financiera no bursátil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,C,C,0,0,0,0,0,0,C,0,0,C,0,0,0,C,C,C,0,0,C,20.1,C,C,0,C,C,0,0,C,C,C,C,0,0,C,29.6,C,0,C,C,C,C,0,0,C,C,C,C,C,C,C,C,C,0,C,35,C,C,C,C,C,C,C,0,C,185.3,287.1,C,0,C,620,1254.8
5221 Banca múltiple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,0,0,0,0,0,0,0,0,0,0,0,0,C,0,C,C,C,0,C,C,C,C,C,C,C,0,C,0,C,C,C,C,0,C,C,788.5
5222 Instituciones financieras de fomento económico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,C,C
5224 Otras instituciones de intermediación crediticia y financiera no bursátil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,C,C,0,0,0,0,0,0,C,0,0,C,0,0,0,C,C,C,0,0,C,20.1,C,C,0,C,C,0,0,C,C,C,C,0,0,C,C,C,0,C,C,C,C,0,0,C,C,C,C,C,C,C,C,0,0,C,C,C,0,C,0,C,C,0,0,0,C,C,0,0,0,C,466.3
"523 Actividades bursátiles, cambiarias y de inversión financiera",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,C,0,C,C,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,C,0,0,0,C,C,0,0,0,0,0,21.4
"5231 Casas de bolsa, casas de cambio y centros cambiarios",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,0,0,C,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C
5239 Asesoría en inversiones y otros servicios relacionados con la intermediación bursátil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,C,0,C,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,C,0,0,0,C,C,0,0,0,0,0,0
"524 Compañías de fianzas, seguros y pensiones",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C
5241 Instituciones de seguros y fianzas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C
53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,0,0,0,0.5,0.5,0,0,C,C,C,C,C,0,0,C,0,0,C,C,0,C,0,C,0,C,0,0,C,0,0.1,0,0,0.6,C,0.6,0,0,C,0,C,0,0,C,0,0.4,C,0,C,C,C,C,C,0,C,0.1,C,0,0,0,C,C,C,0,C,C,0,C,C,0,0,0,0,0,0,0,0,0,0,C,C,0,0,0,0,0,0,C,0,C,C,0,C,0,0,C,0,C,0,0,C,0,C,C,C,0,0,C,0,0,C,0,0,0,0,0,C,0,0,0,C,6.4
531 Servicios inmobiliarios,0,0,0,C,C,0,0,C,C,C,C,C,0,0,C,0,0,C,C,0,C,0,C,0,C,0,0,C,0,-0.2,0,0,C,0,C,0,0,0,0,0,0,0,0,C,C,0,0,C,0,C,0,C,0,0,C,0,0,0,0,0,0,C,0,0,C,0,0,C,0,C,0,0,0,0,0,0,0,0,C,C,0,0,0,0,0,0,0,0,C,C,0,C,0,0,C,0,0,0,0,0,0,C,C,C,0,0,C,0,0,C,0,0,0,0,0,C,0,0,0,C,0.9
5311 Alquiler sin intermediación de bienes raíces,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,0,0,0,0,0,0,0,0,C,C,0,0,C,0,C,0,0,0,0,0,0,0,0,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5312 Inmobiliarias y corredores de bienes raíces,0,0,0,C,C,0,0,C,C,C,C,C,0,0,C,0,0,C,C,0,C,0,C,0,C,0,0,C,C,C,0,0,C,0,C,0,0,0,0,0,0,0,0,C,C,0,0,C,0,C,0,C,0,0,C,0,0,0,0,0,0,C,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,C,0.8
5313 Servicios relacionados con los servicios inmobiliarios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,C,0,0,0,0,0,0,0,0,C,C,0,0,0,0,0,0,0,0,0,0,0,C,0,0,C,0,0,0,0,0,0,C,0,0,C,0,C,0,0,C,0,0,0,0,0,0,0,0,0,0,0
532 Servicios de alquiler de bienes muebles,0,0,0,C,C,0,0,C,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,C,0,0,C,0,C,0,0,C,0,C,0,0,C,0,C,C,0,0,C,C,C,0,0,0,C,0,0,0,0,0,C,0,0,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,C,0,0,0,0,0,0,C,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5
"5321 Alquiler de automóviles, camiones y otros transportes terrestres",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C
5322 Alquiler de artículos para el hogar y personales,0,0,0,C,C,0,0,C,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,C,0,0,C,0,C,0,0,C,0,C,0,0,C,0,C,C,0,0,C,C,C,0,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C
"5324 Alquiler de maquinaria y equipo agropecuario, pesquero, industrial, comercial y de servicios",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C
"533 Servicios de alquiler de marcas registradas, patentes y franquicias",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,0,0,0,C,C,0,0,0,0,0,0,0,C,C,C,0,0,0,0,0,0,0,0,C,C,C,0,0,0,C,0,0,0,0,0,0,C,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C
"5331 Servicios de alquiler de marcas registradas, patentes y franquicias",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,0,0,0,C,C,0,0,0,0,0,0,0,C,C,C,0,0,0,0,0,0,0,0,C,C,C,0,0,0,C,0,0,0,0,0,0,C,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C
"54 Servicios profesionales, científicos y técnicos",C,C,C,0,0.1,0,C,C,C,0.2,C,0,0,0,C,0,0,0,C,C,0,C,C,C,0,C,0,C,C,0,C,C,0,C,0,C,C,C,C,0,C,C,0,C,0.5,C,0,C,C,5.2,0.2,0.1,0,C,0.2,0,C,C,0.1,0.1,0.1,C,0,C,0.2,0,0.1,0.1,C,3.2,0,C,26.3,C,26.4,C,10.6,C,0,33.9,0,0,C,C,C,C,C,C,C,0,C,C,0,0,1.3,C,0.1,C,0,0.1,-1.2,C,3,5,9,C,C,C,0,0,C,0,C,0.7,0.7,0,C,0,0,C,81.5
"541 Servicios profesionales, científicos y técnicos",C,C,C,0,0.1,0,C,C,C,0.2,C,0,0,0,C,0,0,0,C,C,0,C,C,C,0,C,0,C,C,0,C,C,0,C,0,C,C,C,C,0,C,C,0,C,0.5,C,0,C,C,5.2,0.2,0.1,0,C,0.2,0,C,C,0.1,0.1,0.1,C,0,C,0.2,0,0.1,0.1,C,3.2,0,C,26.3,C,26.4,C,10.6,C,0,33.9,0,0,C,C,C,C,C,C,C,0,C,C,0,0,1.3,C,0.1,C,0,0.1,-1.2,C,3,5,9,C,C,C,0,0,C,0,C,0.7,0.7,0,C,0,0,C,81.5
5411 Servicios legales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C
"5412 Servicios de contabilidad, auditoría y servicios relacionados",C,0,0,0,C,0,C,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,C,0,0,0,C,0,0,0,0,0,0,C,0,C,0,0,C,0,0,C,0,0,C,0,C,0,0,0,0,0,0,0,C,0,C,C,0,0,0,C,0,C,C,C,C,0,0,C,0,C,C,C,0,0,C,0,0,0,0,0,0,C,0,0,C,0,0,0,0,0,0,0,0,0,0,C,0,0,0,C,0,0,0,C,C,0,0,0,C,C,0,0,0,0,0,28
"5413 Servicios de arquitectura, ingeniería y actividades relacionadas",0,0,C,0,C,0,C,0,0,C,0,0,0,0,0,0,0,0,C,C,0,C,C,0,C,0,0,0,0,0,0,0,0,0,0,0,0,C,0,C,0,0,0,0,0,C,0,0,0,C,0,0,0,C,C,0,0,0,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,0,C,0,0,C,0,0,0,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5415 Servicios de diseño de sistemas de cómputo y servicios relacionados,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,C,0,0,C,C,0,C,C,0,C,0,C,0,0,C,0,C,0,C,C,0,0,0,0,0,0,0,C,C,C,0,0,C,C,C,C,C,C,0,0.1,0,0,C,C,0,0,C,C,C,0,0,0,C,C,0,0,C,0,0,C,0.7
"5416 Servicios de consultoría administrativa, científica y técnica",0,C,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,0,0,0,0,0,C,0,0,0,C,0,C,C,0,0,C,0,0,0,C,0,C,0,0,C,C,C,0,0,C,0,C,0,0,C,0,C,0,0,C,0,C,0,0,C,0,0,C,0,C,0,0,0,0,0,C,C,C,C,1.3,0,C,0,0,C,0,0,0,0,0,0,0,0,C,C,C,0,C,C,0,0,0,0,0,0,2
5418 Servicios de publicidad y actividades relacionadas,0,0,0,0,0,0,0,C,C,C,C,0,0,0,C,0,0,0,0,0,0,0,0,C,C,0,0,0,C,C,0,C,0,0,C,C,0,0,0,C,C,0,0,C,C,C,0,0,C,C,C,0.1,0,0,0.2,0,0,C,0,C,C,0,0,0,C,C,C,C,C,0.1,0,0,0,C,C,0,0,0,C,C,0,0,0,0,0,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9
"5419 Otros servicios profesionales, científicos y técnicos",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,C,C,0,0,C,C,C,0,0,0,C,0,0,0,0,0,0,C,0,0,C,0,0,0,0,0,0,C,0,0,C,0,0,0,C,C,C,0,0,0,C,0,0,C,0,C,0,0,C,0,C,0,0,0,0,0,0,0,0,0,0,0,0,C,0,C,0,0,C,0,C,0,C,C,C,10.2,C,0,C,0,C,C,0,0,0,C,0,C,0,0,C,49.9
"56 Servicios de apoyo a los negocios y manejo de residuos y desechos, y servicios de remediación",C,C,0,0,0.7,C,C,0.4,C,0.5,C,0,0,C,0.1,0,C,C,0,0,0,C,0,C,0,C,0,C,C,0,C,C,0.1,0,0,C,C,0,0,C,0,C,C,0,C,C,C,0,0,0,C,C,C,C,0.1,0,C,0,0,0,0,0,C,C,C,0,C,0,-5.5,-5.5,C,C,C,0,0,0,0,C,0,C,0,0,C,0,C,C,0,C,0,C,0,0,0,C,C,C,0,0,0,C,C,0,C,0,0,0,0,0,C,C,0,0,C,0,C,0,0,0,0,0,6.1
561 Servicios de apoyo a los negocios,C,C,0,0,0.7,C,C,0.4,C,0.5,C,0,0,C,0.1,0,C,C,0,0,0,C,0,C,0,C,0,C,C,0,C,C,0.1,0,0,C,C,0,0,C,0,C,C,0,C,C,C,0,0,0,C,C,C,C,0.1,0,C,0,0,0,0,0,C,C,C,0,C,0,-5.5,-5.5,C,C,C,0,0,0,0,C,0,C,0,0,C,0,C,C,0,C,0,C,0,0,0,C,C,C,0,0,0,C,C,0,C,0,0,0,0,0,C,C,0,0,C,0,C,0,0,0,0,0,6.1
5611 Servicios de administración de negocios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,0,0,0,0,0,0,0,C,0,C,0,0,0,C,C,0,0,0,0,0,0,0,0,0,0,1
5613 Servicios de empleo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,C,C,0,C,0,C,0,0,C,0,C,0,0,C,0,C,0,C,0,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5614 Servicios de apoyo secretarial, fotocopiado, cobranza, investigación crediticia y similares",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,0,0,0,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C
5615 Agencias de viajes y servicios de reservaciones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,C,0,C,0,0,0,0,0,0,0,C,0,C,0,0,0,0,0,0,0,0,0,0,C,0,0,0,C,C,0,0,0,C,0,0,0,0,0,0,0,C,0,C,0,0,0,0,0,0
5619 Otros servicios de apoyo a los negocios,C,C,0,0,0.7,C,C,0.4,C,0.5,C,0,0,C,0.1,0,C,C,0,0,0,C,0,C,0,C,0,C,C,0,C,C,0,0,0,C,C,0,0,C,0,C,C,0,C,C,C,C,0,0,C,C,0,C,0,0,C,C,0,C,0,0,0,0,0,0,C,0,C,C,0,0,0,0,0,0,0,C,0,C,0,0,0,0,0,C,0,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5
61 Servicios educativos,0,0,0,C,C,C,0,0,0,C,0,0,0,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,C,0,0,0,0,0,C,0,C,C,0,0,0,C,C,C,C,0,0,0,C,0,0,C,0,C,C,C,0,0,C,C,0,0,0,C,0,0,0,0,0,0,0,0,C,C,0,0,C,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
611 Servicios educativos,0,0,0,C,C,C,0,0,0,C,0,0,0,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,C,0,0,0,0,0,C,0,C,C,0,0,0,C,C,C,C,0,0,0,C,0,0,C,0,C,C,C,0,0,C,C,0,0,0,C,0,0,0,0,0,0,0,0,C,C,0,0,C,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
"6111 Escuelas de educación básica, media y para necesidades especiales",0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6114 Escuelas comerciales, de computación y de capacitación para ejecutivos",0,0,0,C,C,C,0,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,C,0,0,0,0,0,C,0,0,C,C,0,0,C,0,C,C,0,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
6116 Otros servicios educativos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,0,0,0,0,0,0,0,0,0,0,C,C,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6117 Servicios de apoyo a la educación,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,C,0,0,0,0,0,C,0,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C
62 Servicios de salud y de asistencia social,0,0,0,0,0,0,C,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,C,0,C,0,0,C,0,C,0,0,C,0,C,0,0,C,0,0,0,C,C,C,0,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,C,0,0,0,0,0,0,1.2
621 Servicios médicos de consulta externa y servicios relacionados,0,0,0,0,0,0,C,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,C,0,C,0,0,C,0,0,0,0,0,0,C,0,0,C,0,0,0,C,C,C,0,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,C,0,0,0,0,0,0,1.2
6211 Consultorios médicos,0,0,0,0,0,0,C,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C
